Run,Current State,Current Step Number,Next State,Next Step Number
785,Prospecting,19,Qualifying,20
785,Qualifying,20,Qualifying,21
785,Qualifying,21,Qualifying,22
785,Qualifying,22,Proposing,23
785,Proposing,23,Closing,24
785,Closing,24,Prospecting,25
785,Prospecting,25,Qualifying,26
785,Qualifying,26,Proposing,27
785,Proposing,27,Closing,28
785,Closing,28,Prospecting,29
785,Prospecting,29,Qualifying,30
785,Qualifying,30,Qualifying,31
785,Qualifying,31,Qualifying,32
785,Qualifying,32,Qualifying,33
785,Qualifying,33,Proposing,34
785,Proposing,34,Closing,35
785,Closing,35,Maintaining,36
786,Prospecting,1,Prospecting,2
786,Prospecting,2,Prospecting,3
786,Prospecting,3,Qualifying,4
786,Qualifying,4,Proposing,5
786,Proposing,5,Closing,6
786,Closing,6,Maintaining,7
787,Prospecting,1,Qualifying,2
787,Qualifying,2,Qualifying,3
787,Qualifying,3,Qualifying,4
787,Qualifying,4,Qualifying,5
787,Qualifying,5,Proposing,6
787,Proposing,6,Closing,7
787,Closing,7,Proposing,8
787,Proposing,8,Closing,9
787,Closing,9,Maintaining,10
788,Prospecting,1,Prospecting,2
788,Prospecting,2,Qualifying,3
788,Qualifying,3,Proposing,4
788,Proposing,4,Proposing,5
788,Proposing,5,Proposing,6
788,Proposing,6,Proposing,7
788,Proposing,7,Closing,8
788,Closing,8,Maintaining,9
789,Prospecting,1,Qualifying,2
789,Qualifying,2,Qualifying,3
789,Qualifying,3,Qualifying,4
789,Qualifying,4,Proposing,5
789,Proposing,5,Proposing,6
789,Proposing,6,Qualifying,7
789,Qualifying,7,Proposing,8
789,Proposing,8,Proposing,9
789,Proposing,9,Negotiating,10
789,Negotiating,10,Negotiating,11
789,Negotiating,11,Closing,12
789,Closing,12,Closing,13
789,Closing,13,Maintaining,14
790,Prospecting,1,Prospecting,2
790,Prospecting,2,Qualifying,3
790,Qualifying,3,Proposing,4
790,Proposing,4,Closing,5
790,Closing,5,Maintaining,6
791,Prospecting,1,Qualifying,2
791,Qualifying,2,Proposing,3
791,Proposing,3,Proposing,4
791,Proposing,4,Proposing,5
791,Proposing,5,Proposing,6
791,Proposing,6,Negotiating,7
791,Negotiating,7,Proposing,8
791,Proposing,8,Proposing,9
791,Proposing,9,Negotiating,10
791,Negotiating,10,Closing,11
791,Closing,11,Maintaining,12
792,Prospecting,1,Qualifying,2
792,Qualifying,2,Proposing,3
792,Proposing,3,Closing,4
792,Closing,4,Maintaining,5
793,Prospecting,1,Prospecting,2
793,Prospecting,2,Prospecting,3
793,Prospecting,3,Qualifying,4
793,Qualifying,4,Proposing,5
793,Proposing,5,Proposing,6
793,Proposing,6,Proposing,7
793,Proposing,7,Proposing,8
793,Proposing,8,Proposing,9
793,Proposing,9,Proposing,10
793,Proposing,10,Negotiating,11
793,Negotiating,11,Proposing,12
793,Proposing,12,Negotiating,13
793,Negotiating,13,Negotiating,14
793,Negotiating,14,Negotiating,15
793,Negotiating,15,Closing,16
793,Closing,16,Closing,17
793,Closing,17,Maintaining,18
794,Prospecting,1,Prospecting,2
794,Prospecting,2,Prospecting,3
794,Prospecting,3,Prospecting,4
794,Prospecting,4,Prospecting,5
794,Prospecting,5,Qualifying,6
794,Qualifying,6,Qualifying,7
794,Qualifying,7,Proposing,8
794,Proposing,8,Closing,9
794,Closing,9,Maintaining,10
795,Prospecting,1,Qualifying,2
795,Qualifying,2,Qualifying,3
795,Qualifying,3,Proposing,4
795,Proposing,4,Proposing,5
795,Proposing,5,Negotiating,6
795,Negotiating,6,Negotiating,7
795,Negotiating,7,Proposing,8
795,Proposing,8,Negotiating,9
795,Negotiating,9,Proposing,10
795,Proposing,10,Proposing,11
795,Proposing,11,Closing,12
795,Closing,12,Prospecting,13
795,Prospecting,13,Prospecting,14
795,Prospecting,14,Prospecting,15
795,Prospecting,15,Prospecting,16
795,Prospecting,16,Prospecting,17
795,Prospecting,17,Qualifying,18
795,Qualifying,18,Proposing,19
795,Proposing,19,Negotiating,20
795,Negotiating,20,Proposing,21
795,Proposing,21,Proposing,22
795,Proposing,22,Negotiating,23
795,Negotiating,23,Proposing,24
795,Proposing,24,Negotiating,25
795,Negotiating,25,Negotiating,26
795,Negotiating,26,Closing,27
795,Closing,27,Prospecting,28
795,Prospecting,28,Prospecting,29
795,Prospecting,29,Prospecting,30
795,Prospecting,30,Qualifying,31
795,Qualifying,31,Proposing,32
795,Proposing,32,Proposing,33
795,Proposing,33,Negotiating,34
795,Negotiating,34,Negotiating,35
795,Negotiating,35,Closing,36
795,Closing,36,Prospecting,37
795,Prospecting,37,Qualifying,38
795,Qualifying,38,Qualifying,39
795,Qualifying,39,Qualifying,40
795,Qualifying,40,Proposing,41
795,Proposing,41,Closing,42
795,Closing,42,Prospecting,43
795,Prospecting,43,Prospecting,44
795,Prospecting,44,Prospecting,45
795,Prospecting,45,Qualifying,46
795,Qualifying,46,Qualifying,47
795,Qualifying,47,Qualifying,48
795,Qualifying,48,Qualifying,49
795,Qualifying,49,Qualifying,50
795,Qualifying,50,Proposing,51
795,Proposing,51,Negotiating,52
795,Negotiating,52,Closing,53
795,Closing,53,Maintaining,54
796,Prospecting,1,Qualifying,2
796,Qualifying,2,Qualifying,3
796,Qualifying,3,Qualifying,4
796,Qualifying,4,Qualifying,5
796,Qualifying,5,Qualifying,6
796,Qualifying,6,Proposing,7
796,Proposing,7,Proposing,8
796,Proposing,8,Negotiating,9
796,Negotiating,9,Negotiating,10
796,Negotiating,10,Negotiating,11
796,Negotiating,11,Proposing,12
796,Proposing,12,Proposing,13
796,Proposing,13,Negotiating,14
796,Negotiating,14,Proposing,15
796,Proposing,15,Negotiating,16
796,Negotiating,16,Closing,17
796,Closing,17,Maintaining,18
797,Prospecting,1,Prospecting,2
797,Prospecting,2,Qualifying,3
797,Qualifying,3,Qualifying,4
797,Qualifying,4,Qualifying,5
797,Qualifying,5,Proposing,6
797,Proposing,6,Negotiating,7
797,Negotiating,7,Negotiating,8
797,Negotiating,8,Closing,9
797,Closing,9,Maintaining,10
798,Prospecting,1,Prospecting,2
798,Prospecting,2,Prospecting,3
798,Prospecting,3,Qualifying,4
798,Qualifying,4,Qualifying,5
798,Qualifying,5,Proposing,6
798,Proposing,6,Qualifying,7
798,Qualifying,7,Proposing,8
798,Proposing,8,Proposing,9
798,Proposing,9,Negotiating,10
798,Negotiating,10,Negotiating,11
798,Negotiating,11,Proposing,12
798,Proposing,12,Negotiating,13
798,Negotiating,13,Closing,14
798,Closing,14,Prospecting,15
798,Prospecting,15,Prospecting,16
798,Prospecting,16,Qualifying,17
798,Qualifying,17,Qualifying,18
798,Qualifying,18,Proposing,19
798,Proposing,19,Closing,20
798,Closing,20,Closing,21
798,Closing,21,Maintaining,22
799,Prospecting,1,Prospecting,2
799,Prospecting,2,Prospecting,3
799,Prospecting,3,Prospecting,4
799,Prospecting,4,Prospecting,5
799,Prospecting,5,Prospecting,6
799,Prospecting,6,Prospecting,7
799,Prospecting,7,Prospecting,8
799,Prospecting,8,Qualifying,9
799,Qualifying,9,Qualifying,10
799,Qualifying,10,Proposing,11
799,Proposing,11,Proposing,12
799,Proposing,12,Closing,13
799,Closing,13,Proposing,14
799,Proposing,14,Negotiating,15
799,Negotiating,15,Negotiating,16
799,Negotiating,16,Closing,17
799,Closing,17,Prospecting,18
799,Prospecting,18,Qualifying,19
799,Qualifying,19,Qualifying,20
799,Qualifying,20,Qualifying,21
799,Qualifying,21,Proposing,22
799,Proposing,22,Negotiating,23
799,Negotiating,23,Negotiating,24
799,Negotiating,24,Proposing,25
799,Proposing,25,Closing,26
799,Closing,26,Maintaining,27
800,Prospecting,1,Prospecting,2
800,Prospecting,2,Qualifying,3
800,Qualifying,3,Qualifying,4
800,Qualifying,4,Qualifying,5
800,Qualifying,5,Qualifying,6
800,Qualifying,6,Proposing,7
800,Proposing,7,Negotiating,8
800,Negotiating,8,Closing,9
800,Closing,9,Prospecting,10
800,Prospecting,10,Qualifying,11
800,Qualifying,11,Proposing,12
800,Proposing,12,Proposing,13
800,Proposing,13,Proposing,14
800,Proposing,14,Negotiating,15
800,Negotiating,15,Closing,16
800,Closing,16,Maintaining,17
801,Prospecting,1,Qualifying,2
801,Qualifying,2,Proposing,3
801,Proposing,3,Qualifying,4
801,Qualifying,4,Qualifying,5
801,Qualifying,5,Qualifying,6
801,Qualifying,6,Qualifying,7
801,Qualifying,7,Proposing,8
801,Proposing,8,Closing,9
801,Closing,9,Maintaining,10
802,Prospecting,1,Prospecting,2
802,Prospecting,2,Prospecting,3
802,Prospecting,3,Qualifying,4
802,Qualifying,4,Qualifying,5
802,Qualifying,5,Qualifying,6
802,Qualifying,6,Proposing,7
802,Proposing,7,Negotiating,8
802,Negotiating,8,Negotiating,9
802,Negotiating,9,Closing,10
802,Closing,10,Closing,11
802,Closing,11,Proposing,12
802,Proposing,12,Proposing,13
802,Proposing,13,Closing,14
802,Closing,14,Maintaining,15
803,Prospecting,1,Prospecting,2
803,Prospecting,2,Qualifying,3
803,Qualifying,3,Proposing,4
803,Proposing,4,Closing,5
803,Closing,5,Maintaining,6
804,Prospecting,1,Prospecting,2
804,Prospecting,2,Prospecting,3
804,Prospecting,3,Prospecting,4
804,Prospecting,4,Prospecting,5
804,Prospecting,5,Prospecting,6
804,Prospecting,6,Prospecting,7
804,Prospecting,7,Prospecting,8
804,Prospecting,8,Qualifying,9
804,Qualifying,9,Qualifying,10
804,Qualifying,10,Qualifying,11
804,Qualifying,11,Proposing,12
804,Proposing,12,Proposing,13
804,Proposing,13,Negotiating,14
804,Negotiating,14,Negotiating,15
804,Negotiating,15,Negotiating,16
804,Negotiating,16,Negotiating,17
804,Negotiating,17,Negotiating,18
804,Negotiating,18,Closing,19
804,Closing,19,Maintaining,20
805,Prospecting,1,Qualifying,2
805,Qualifying,2,Qualifying,3
805,Qualifying,3,Qualifying,4
805,Qualifying,4,Qualifying,5
805,Qualifying,5,Proposing,6
805,Proposing,6,Negotiating,7
805,Negotiating,7,Negotiating,8
805,Negotiating,8,Negotiating,9
805,Negotiating,9,Negotiating,10
805,Negotiating,10,Negotiating,11
805,Negotiating,11,Proposing,12
805,Proposing,12,Proposing,13
805,Proposing,13,Closing,14
805,Closing,14,Maintaining,15
806,Prospecting,1,Prospecting,2
806,Prospecting,2,Prospecting,3
806,Prospecting,3,Qualifying,4
806,Qualifying,4,Qualifying,5
806,Qualifying,5,Qualifying,6
806,Qualifying,6,Proposing,7
806,Proposing,7,Negotiating,8
806,Negotiating,8,Negotiating,9
806,Negotiating,9,Negotiating,10
806,Negotiating,10,Proposing,11
806,Proposing,11,Proposing,12
806,Proposing,12,Negotiating,13
806,Negotiating,13,Closing,14
806,Closing,14,Closing,15
806,Closing,15,Maintaining,16
807,Prospecting,1,Qualifying,2
807,Qualifying,2,Qualifying,3
807,Qualifying,3,Proposing,4
807,Proposing,4,Qualifying,5
807,Qualifying,5,Qualifying,6
807,Qualifying,6,Proposing,7
807,Proposing,7,Negotiating,8
807,Negotiating,8,Negotiating,9
807,Negotiating,9,Closing,10
807,Closing,10,Proposing,11
807,Proposing,11,Proposing,12
807,Proposing,12,Qualifying,13
807,Qualifying,13,Proposing,14
807,Proposing,14,Closing,15
807,Closing,15,Closing,16
807,Closing,16,Prospecting,17
807,Prospecting,17,Qualifying,18
807,Qualifying,18,Proposing,19
807,Proposing,19,Negotiating,20
807,Negotiating,20,Proposing,21
807,Proposing,21,Negotiating,22
807,Negotiating,22,Negotiating,23
807,Negotiating,23,Negotiating,24
807,Negotiating,24,Negotiating,25
807,Negotiating,25,Proposing,26
807,Proposing,26,Closing,27
807,Closing,27,Maintaining,28
808,Prospecting,1,Prospecting,2
808,Prospecting,2,Qualifying,3
808,Qualifying,3,Proposing,4
808,Proposing,4,Closing,5
808,Closing,5,Maintaining,6
809,Prospecting,1,Prospecting,2
809,Prospecting,2,Qualifying,3
809,Qualifying,3,Qualifying,4
809,Qualifying,4,Proposing,5
809,Proposing,5,Negotiating,6
809,Negotiating,6,Negotiating,7
809,Negotiating,7,Proposing,8
809,Proposing,8,Closing,9
809,Closing,9,Closing,10
809,Closing,10,Closing,11
809,Closing,11,Maintaining,12
810,Prospecting,1,Qualifying,2
810,Qualifying,2,Qualifying,3
810,Qualifying,3,Qualifying,4
810,Qualifying,4,Proposing,5
810,Proposing,5,Negotiating,6
810,Negotiating,6,Proposing,7
810,Proposing,7,Negotiating,8
810,Negotiating,8,Proposing,9
810,Proposing,9,Proposing,10
810,Proposing,10,Qualifying,11
810,Qualifying,11,Proposing,12
810,Proposing,12,Negotiating,13
810,Negotiating,13,Negotiating,14
810,Negotiating,14,Closing,15
810,Closing,15,Prospecting,16
810,Prospecting,16,Prospecting,17
810,Prospecting,17,Prospecting,18
810,Prospecting,18,Qualifying,19
810,Qualifying,19,Proposing,20
810,Proposing,20,Negotiating,21
810,Negotiating,21,Proposing,22
810,Proposing,22,Negotiating,23
810,Negotiating,23,Negotiating,24
810,Negotiating,24,Closing,25
810,Closing,25,Maintaining,26
811,Prospecting,1,Prospecting,2
811,Prospecting,2,Qualifying,3
811,Qualifying,3,Qualifying,4
811,Qualifying,4,Qualifying,5
811,Qualifying,5,Qualifying,6
811,Qualifying,6,Qualifying,7
811,Qualifying,7,Qualifying,8
811,Qualifying,8,Proposing,9
811,Proposing,9,Closing,10
811,Closing,10,Maintaining,11
812,Prospecting,1,Prospecting,2
812,Prospecting,2,Prospecting,3
812,Prospecting,3,Prospecting,4
812,Prospecting,4,Prospecting,5
812,Prospecting,5,Prospecting,6
812,Prospecting,6,Prospecting,7
812,Prospecting,7,Prospecting,8
812,Prospecting,8,Prospecting,9
812,Prospecting,9,Prospecting,10
812,Prospecting,10,Prospecting,11
812,Prospecting,11,Prospecting,12
812,Prospecting,12,Prospecting,13
812,Prospecting,13,Qualifying,14
812,Qualifying,14,Qualifying,15
812,Qualifying,15,Proposing,16
812,Proposing,16,Negotiating,17
812,Negotiating,17,Negotiating,18
812,Negotiating,18,Closing,19
812,Closing,19,Maintaining,20
813,Prospecting,1,Prospecting,2
813,Prospecting,2,Qualifying,3
813,Qualifying,3,Qualifying,4
813,Qualifying,4,Qualifying,5
813,Qualifying,5,Proposing,6
813,Proposing,6,Negotiating,7
813,Negotiating,7,Proposing,8
813,Proposing,8,Qualifying,9
813,Qualifying,9,Qualifying,10
813,Qualifying,10,Qualifying,11
813,Qualifying,11,Qualifying,12
813,Qualifying,12,Qualifying,13
813,Qualifying,13,Qualifying,14
813,Qualifying,14,Proposing,15
813,Proposing,15,Negotiating,16
813,Negotiating,16,Negotiating,17
813,Negotiating,17,Negotiating,18
813,Negotiating,18,Closing,19
813,Closing,19,Proposing,20
813,Proposing,20,Negotiating,21
813,Negotiating,21,Negotiating,22
813,Negotiating,22,Negotiating,23
813,Negotiating,23,Negotiating,24
813,Negotiating,24,Closing,25
813,Closing,25,Maintaining,26
814,Prospecting,1,Qualifying,2
814,Qualifying,2,Proposing,3
814,Proposing,3,Negotiating,4
814,Negotiating,4,Negotiating,5
814,Negotiating,5,Negotiating,6
814,Negotiating,6,Proposing,7
814,Proposing,7,Negotiating,8
814,Negotiating,8,Proposing,9
814,Proposing,9,Negotiating,10
814,Negotiating,10,Negotiating,11
814,Negotiating,11,Proposing,12
814,Proposing,12,Negotiating,13
814,Negotiating,13,Closing,14
814,Closing,14,Prospecting,15
814,Prospecting,15,Prospecting,16
814,Prospecting,16,Qualifying,17
814,Qualifying,17,Qualifying,18
814,Qualifying,18,Proposing,19
814,Proposing,19,Qualifying,20
814,Qualifying,20,Qualifying,21
814,Qualifying,21,Proposing,22
814,Proposing,22,Closing,23
814,Closing,23,Maintaining,24
815,Prospecting,1,Prospecting,2
815,Prospecting,2,Prospecting,3
815,Prospecting,3,Prospecting,4
815,Prospecting,4,Prospecting,5
815,Prospecting,5,Prospecting,6
815,Prospecting,6,Prospecting,7
815,Prospecting,7,Prospecting,8
815,Prospecting,8,Prospecting,9
815,Prospecting,9,Qualifying,10
815,Qualifying,10,Proposing,11
815,Proposing,11,Negotiating,12
815,Negotiating,12,Closing,13
815,Closing,13,Closing,14
815,Closing,14,Closing,15
815,Closing,15,Maintaining,16
816,Prospecting,1,Qualifying,2
816,Qualifying,2,Qualifying,3
816,Qualifying,3,Qualifying,4
816,Qualifying,4,Proposing,5
816,Proposing,5,Negotiating,6
816,Negotiating,6,Closing,7
816,Closing,7,Prospecting,8
816,Prospecting,8,Prospecting,9
816,Prospecting,9,Prospecting,10
816,Prospecting,10,Prospecting,11
816,Prospecting,11,Prospecting,12
816,Prospecting,12,Prospecting,13
816,Prospecting,13,Prospecting,14
816,Prospecting,14,Prospecting,15
816,Prospecting,15,Prospecting,16
816,Prospecting,16,Prospecting,17
816,Prospecting,17,Qualifying,18
816,Qualifying,18,Qualifying,19
816,Qualifying,19,Qualifying,20
816,Qualifying,20,Proposing,21
816,Proposing,21,Proposing,22
816,Proposing,22,Proposing,23
816,Proposing,23,Negotiating,24
816,Negotiating,24,Negotiating,25
816,Negotiating,25,Proposing,26
816,Proposing,26,Closing,27
816,Closing,27,Prospecting,28
816,Prospecting,28,Qualifying,29
816,Qualifying,29,Qualifying,30
816,Qualifying,30,Proposing,31
816,Proposing,31,Closing,32
816,Closing,32,Maintaining,33
817,Prospecting,1,Qualifying,2
817,Qualifying,2,Qualifying,3
817,Qualifying,3,Qualifying,4
817,Qualifying,4,Qualifying,5
817,Qualifying,5,Proposing,6
817,Proposing,6,Proposing,7
817,Proposing,7,Proposing,8
817,Proposing,8,Proposing,9
817,Proposing,9,Qualifying,10
817,Qualifying,10,Qualifying,11
817,Qualifying,11,Proposing,12
817,Proposing,12,Proposing,13
817,Proposing,13,Negotiating,14
817,Negotiating,14,Negotiating,15
817,Negotiating,15,Negotiating,16
817,Negotiating,16,Closing,17
817,Closing,17,Maintaining,18
818,Prospecting,1,Qualifying,2
818,Qualifying,2,Proposing,3
818,Proposing,3,Negotiating,4
818,Negotiating,4,Proposing,5
818,Proposing,5,Proposing,6
818,Proposing,6,Negotiating,7
818,Negotiating,7,Negotiating,8
818,Negotiating,8,Negotiating,9
818,Negotiating,9,Proposing,10
818,Proposing,10,Proposing,11
818,Proposing,11,Negotiating,12
818,Negotiating,12,Closing,13
818,Closing,13,Maintaining,14
819,Prospecting,1,Prospecting,2
819,Prospecting,2,Qualifying,3
819,Qualifying,3,Proposing,4
819,Proposing,4,Closing,5
819,Closing,5,Closing,6
819,Closing,6,Prospecting,7
819,Prospecting,7,Prospecting,8
819,Prospecting,8,Prospecting,9
819,Prospecting,9,Qualifying,10
819,Qualifying,10,Proposing,11
819,Proposing,11,Closing,12
819,Closing,12,Closing,13
819,Closing,13,Proposing,14
819,Proposing,14,Qualifying,15
819,Qualifying,15,Qualifying,16
819,Qualifying,16,Qualifying,17
819,Qualifying,17,Proposing,18
819,Proposing,18,Negotiating,19
819,Negotiating,19,Closing,20
819,Closing,20,Maintaining,21
820,Prospecting,1,Qualifying,2
820,Qualifying,2,Proposing,3
820,Proposing,3,Proposing,4
820,Proposing,4,Negotiating,5
820,Negotiating,5,Negotiating,6
820,Negotiating,6,Negotiating,7
820,Negotiating,7,Negotiating,8
820,Negotiating,8,Negotiating,9
820,Negotiating,9,Negotiating,10
820,Negotiating,10,Negotiating,11
820,Negotiating,11,Negotiating,12
820,Negotiating,12,Negotiating,13
820,Negotiating,13,Closing,14
820,Closing,14,Maintaining,15
821,Prospecting,1,Qualifying,2
821,Qualifying,2,Proposing,3
821,Proposing,3,Closing,4
821,Closing,4,Proposing,5
821,Proposing,5,Closing,6
821,Closing,6,Maintaining,7
822,Prospecting,1,Qualifying,2
822,Qualifying,2,Qualifying,3
822,Qualifying,3,Proposing,4
822,Proposing,4,Negotiating,5
822,Negotiating,5,Proposing,6
822,Proposing,6,Negotiating,7
822,Negotiating,7,Negotiating,8
822,Negotiating,8,Negotiating,9
822,Negotiating,9,Negotiating,10
822,Negotiating,10,Negotiating,11
822,Negotiating,11,Proposing,12
822,Proposing,12,Proposing,13
822,Proposing,13,Proposing,14
822,Proposing,14,Negotiating,15
822,Negotiating,15,Negotiating,16
822,Negotiating,16,Negotiating,17
822,Negotiating,17,Negotiating,18
822,Negotiating,18,Negotiating,19
822,Negotiating,19,Negotiating,20
822,Negotiating,20,Proposing,21
822,Proposing,21,Closing,22
822,Closing,22,Proposing,23
822,Proposing,23,Proposing,24
822,Proposing,24,Proposing,25
822,Proposing,25,Closing,26
822,Closing,26,Prospecting,27
822,Prospecting,27,Qualifying,28
822,Qualifying,28,Proposing,29
822,Proposing,29,Proposing,30
822,Proposing,30,Negotiating,31
822,Negotiating,31,Closing,32
822,Closing,32,Prospecting,33
822,Prospecting,33,Prospecting,34
822,Prospecting,34,Qualifying,35
822,Qualifying,35,Qualifying,36
822,Qualifying,36,Qualifying,37
822,Qualifying,37,Qualifying,38
822,Qualifying,38,Qualifying,39
822,Qualifying,39,Proposing,40
822,Proposing,40,Proposing,41
822,Proposing,41,Negotiating,42
822,Negotiating,42,Negotiating,43
822,Negotiating,43,Closing,44
822,Closing,44,Maintaining,45
823,Prospecting,1,Qualifying,2
823,Qualifying,2,Qualifying,3
823,Qualifying,3,Qualifying,4
823,Qualifying,4,Proposing,5
823,Proposing,5,Proposing,6
823,Proposing,6,Closing,7
823,Closing,7,Maintaining,8
824,Prospecting,1,Prospecting,2
824,Prospecting,2,Prospecting,3
824,Prospecting,3,Qualifying,4
824,Qualifying,4,Proposing,5
824,Proposing,5,Negotiating,6
824,Negotiating,6,Proposing,7
824,Proposing,7,Proposing,8
824,Proposing,8,Negotiating,9
824,Negotiating,9,Negotiating,10
824,Negotiating,10,Proposing,11
824,Proposing,11,Closing,12
824,Closing,12,Maintaining,13
825,Prospecting,1,Prospecting,2
825,Prospecting,2,Prospecting,3
825,Prospecting,3,Prospecting,4
825,Prospecting,4,Prospecting,5
825,Prospecting,5,Prospecting,6
825,Prospecting,6,Qualifying,7
825,Qualifying,7,Qualifying,8
825,Qualifying,8,Proposing,9
825,Proposing,9,Qualifying,10
825,Qualifying,10,Qualifying,11
825,Qualifying,11,Qualifying,12
825,Qualifying,12,Qualifying,13
825,Qualifying,13,Proposing,14
825,Proposing,14,Proposing,15
825,Proposing,15,Negotiating,16
825,Negotiating,16,Negotiating,17
825,Negotiating,17,Closing,18
825,Closing,18,Prospecting,19
825,Prospecting,19,Prospecting,20
825,Prospecting,20,Qualifying,21
825,Qualifying,21,Qualifying,22
825,Qualifying,22,Proposing,23
825,Proposing,23,Proposing,24
825,Proposing,24,Proposing,25
825,Proposing,25,Proposing,26
825,Proposing,26,Closing,27
825,Closing,27,Maintaining,28
826,Prospecting,1,Qualifying,2
826,Qualifying,2,Qualifying,3
826,Qualifying,3,Qualifying,4
826,Qualifying,4,Qualifying,5
826,Qualifying,5,Qualifying,6
826,Qualifying,6,Qualifying,7
826,Qualifying,7,Qualifying,8
826,Qualifying,8,Qualifying,9
826,Qualifying,9,Proposing,10
826,Proposing,10,Negotiating,11
826,Negotiating,11,Negotiating,12
826,Negotiating,12,Closing,13
826,Closing,13,Maintaining,14
827,Prospecting,1,Qualifying,2
827,Qualifying,2,Proposing,3
827,Proposing,3,Closing,4
827,Closing,4,Proposing,5
827,Proposing,5,Proposing,6
827,Proposing,6,Negotiating,7
827,Negotiating,7,Closing,8
827,Closing,8,Maintaining,9
828,Prospecting,1,Qualifying,2
828,Qualifying,2,Qualifying,3
828,Qualifying,3,Proposing,4
828,Proposing,4,Proposing,5
828,Proposing,5,Closing,6
828,Closing,6,Closing,7
828,Closing,7,Closing,8
828,Closing,8,Closing,9
828,Closing,9,Closing,10
828,Closing,10,Maintaining,11
829,Prospecting,1,Prospecting,2
829,Prospecting,2,Prospecting,3
829,Prospecting,3,Prospecting,4
829,Prospecting,4,Qualifying,5
829,Qualifying,5,Qualifying,6
829,Qualifying,6,Qualifying,7
829,Qualifying,7,Qualifying,8
829,Qualifying,8,Qualifying,9
829,Qualifying,9,Qualifying,10
829,Qualifying,10,Qualifying,11
829,Qualifying,11,Proposing,12
829,Proposing,12,Closing,13
829,Closing,13,Maintaining,14
830,Prospecting,1,Prospecting,2
830,Prospecting,2,Prospecting,3
830,Prospecting,3,Qualifying,4
830,Qualifying,4,Qualifying,5
830,Qualifying,5,Proposing,6
830,Proposing,6,Closing,7
830,Closing,7,Maintaining,8
831,Prospecting,1,Prospecting,2
831,Prospecting,2,Qualifying,3
831,Qualifying,3,Qualifying,4
831,Qualifying,4,Qualifying,5
831,Qualifying,5,Proposing,6
831,Proposing,6,Proposing,7
831,Proposing,7,Negotiating,8
831,Negotiating,8,Proposing,9
831,Proposing,9,Negotiating,10
831,Negotiating,10,Closing,11
831,Closing,11,Maintaining,12
832,Prospecting,1,Prospecting,2
832,Prospecting,2,Prospecting,3
832,Prospecting,3,Qualifying,4
832,Qualifying,4,Proposing,5
832,Proposing,5,Qualifying,6
832,Qualifying,6,Qualifying,7
832,Qualifying,7,Qualifying,8
832,Qualifying,8,Proposing,9
832,Proposing,9,Proposing,10
832,Proposing,10,Proposing,11
832,Proposing,11,Negotiating,12
832,Negotiating,12,Closing,13
832,Closing,13,Maintaining,14
833,Prospecting,1,Prospecting,2
833,Prospecting,2,Prospecting,3
833,Prospecting,3,Prospecting,4
833,Prospecting,4,Qualifying,5
833,Qualifying,5,Proposing,6
833,Proposing,6,Negotiating,7
833,Negotiating,7,Closing,8
833,Closing,8,Proposing,9
833,Proposing,9,Proposing,10
833,Proposing,10,Negotiating,11
833,Negotiating,11,Closing,12
833,Closing,12,Maintaining,13
834,Prospecting,1,Qualifying,2
834,Qualifying,2,Proposing,3
834,Proposing,3,Negotiating,4
834,Negotiating,4,Closing,5
834,Closing,5,Proposing,6
834,Proposing,6,Qualifying,7
834,Qualifying,7,Proposing,8
834,Proposing,8,Proposing,9
834,Proposing,9,Proposing,10
834,Proposing,10,Closing,11
834,Closing,11,Maintaining,12
835,Prospecting,1,Qualifying,2
835,Qualifying,2,Qualifying,3
835,Qualifying,3,Qualifying,4
835,Qualifying,4,Proposing,5
835,Proposing,5,Negotiating,6
835,Negotiating,6,Negotiating,7
835,Negotiating,7,Negotiating,8
835,Negotiating,8,Negotiating,9
835,Negotiating,9,Proposing,10
835,Proposing,10,Negotiating,11
835,Negotiating,11,Negotiating,12
835,Negotiating,12,Closing,13
835,Closing,13,Maintaining,14
836,Prospecting,1,Qualifying,2
836,Qualifying,2,Qualifying,3
836,Qualifying,3,Proposing,4
836,Proposing,4,Proposing,5
836,Proposing,5,Closing,6
836,Closing,6,Closing,7
836,Closing,7,Maintaining,8
837,Prospecting,1,Qualifying,2
837,Qualifying,2,Qualifying,3
837,Qualifying,3,Qualifying,4
837,Qualifying,4,Proposing,5
837,Proposing,5,Closing,6
837,Closing,6,Prospecting,7
837,Prospecting,7,Prospecting,8
837,Prospecting,8,Qualifying,9
837,Qualifying,9,Qualifying,10
837,Qualifying,10,Qualifying,11
837,Qualifying,11,Qualifying,12
837,Qualifying,12,Proposing,13
837,Proposing,13,Closing,14
837,Closing,14,Maintaining,15
838,Prospecting,1,Prospecting,2
838,Prospecting,2,Prospecting,3
838,Prospecting,3,Qualifying,4
838,Qualifying,4,Qualifying,5
838,Qualifying,5,Qualifying,6
838,Qualifying,6,Proposing,7
838,Proposing,7,Negotiating,8
838,Negotiating,8,Negotiating,9
838,Negotiating,9,Closing,10
838,Closing,10,Prospecting,11
838,Prospecting,11,Qualifying,12
838,Qualifying,12,Qualifying,13
838,Qualifying,13,Qualifying,14
838,Qualifying,14,Proposing,15
838,Proposing,15,Negotiating,16
838,Negotiating,16,Negotiating,17
838,Negotiating,17,Negotiating,18
838,Negotiating,18,Proposing,19
838,Proposing,19,Negotiating,20
